,Identifiers,Text_Data,Category
57,"consent,judgment,v, appeal,court",cases decided proof admissible credible evidence evidence made available court case odugbo panel report suit effect decision based intuition documentary evidence placed must existed katto vs c b n nwlr pt page see omotayo vs csa nwlr pt page page omale vs umv agriculture markurdi ors lpelr ca firm view proceedings subject application judicial review certiorari must court two stages proceedings read context view analytics judgment order order certiorari effect leave granted order certiorari however leave granted issues relating application leave closed cannot reopened court granted leave option open aggrieved party appeal see ugoh vs bslg sc supra court granted leave st set respondents apply order certiorari without appeal matter foreclosed read context view analytics administrative law prerogative writs procedure hearing claims prerogative orders writs habeas corpus virtue order rule high court rules anambra state hearing claims prerogative orders writs habeas corpus oral argument parties based documents court provided affidavits irreconcilably conflict court may permit examination witnesses viva voce reconcile conflict law settled words statute clear unambiguous ordinary literal meaning words used adopted words added omitted certainly mere filing exchange affidavits written addresses support motion without amount hearing application application moved argued addresses adopted application said heard instant case provisions order rule high court rules clear unambiguous hearing application certiorari oral argument hearing motion notice order certiorari thus commenced since oral argument presented parties read context view analytics practice procedure mistake counselcourtregistry attitude court towards mistake counsel common knowledge mistakes blunders occur course litigation attitude court punish parties mistakes blunders make especially mistake blunder rectified without causing injustice injuring party see shuaibu vs muazu nwlr pt page ec lordship sankey jca referred pronouncement lordship tobi jsc abubakar vs yar adua nwlr pt page paragraphs gb follows basic principle law object court decide rights parties punish mistakes make litigation process particularly mistakes really mistakes known fact blunders must take place litigation process blunders inevitable fair appropriate cases make party blunder incur wrath law expense hearing merits case rules court include practice directions intended ridiculously applied slavish point particularly application injustice case rules court meant obeyed course made argument important qualification caveat,Civil
58,"consent,judgment,v, appeal,court",obedience cannot slavish point justice case destroyed thrown overboard greatest barometer far public concerned whether end litigation process justice done parties therefore course justice harm done procedural rules hurt rule paragraph practice directions court happy took line action pursuance justice court cannot myopically blindly follow practice directions fall mirage get physically mentally absorbed lost let day come read context view analytics judgement summary introduction appeal borders civil procedure facts appeal arose judicial review proceeding initiated st set respondents appeal high court anambra state suit nohidmisc proceeding commenced motion exparte dated th january leave apply order honourable court granting leave applicants apply order certiorari bringing honourable court proceedings anambra state boundaries committee regarding land dispute applicants nd set respondents purpose quashed grounds set statement support accompanying motion papers ii order directing granting leave suit shall operate stay actions relating applicants application iii order orders honourable court may deem fit make interest justice court granted leave sought applicants st set respondents appeal appellants nd rd set respondents served motion notice filed pursuant leave court response filed various counter affidavits written addresses address appellants counsel submitted motion notice incompetent failure exhibit proceedings sought quashed struck st set respondents applicants trial court applied,Civil
59,"consent,judgment,v, appeal,court",motion notice order directing secretary rd respondent produce place honourable court certified true copy proceedings said rd respondent subject matter application application seriously contested appellants granted prayed trial court aggrieved ruling trial court appellant appealed court appeal issues court appeal adopted following issue determination appeal issue essence whether court right granting application st set respondents order directing secretary rd appellant produce place certified true copy proceedings sought quashed court decisionheld whole court appeal found merit appeal accordingly dismissed misitura omodere bolajiyusuff jca delivering leading judgment appeal arose judicial review proceeding initiated st set respondents appeal high court anambra state suit nohidmisc proceeding commenced motion exparte dated th january leave apply order honourable court granting leave applicants apply order certiorari bringing,Civil
60,"consent,judgment,v, appeal,court",honourable court proceedings anambra state boundaries committee regarding land dispute applicants nd set respondents purpose quashed grounds set statement support accompanying motion papers ii order directing granting leave suit shall operate stay actions relating applicants application iii order orders honourable court may deem fit make interest justice court granted leave sought applicants st set respondents appeal appellants nd rd set respondents served motion notice filed pursuant leave court response filed various counter affidavits written addresses address appellants counsel submitted motion notice incompetent failure exhibit proceedings sought quashed struck st set respondents applicants court applied motion notice order directing secretary rd respondent,Civil
61,"consent,judgment,v, appeal,court",produce place honourable court certified true copy proceedings said rd respondent subject matter application application seriously contested appellants granted prayed court ruling court reproduced order rule arises leave granted hearing motion accept hearing motion point presentation argument parties irrespective fact written addresses ordered order rule mandatory merely discretionary accept point hear applicants account failure file copy proceedings agree senator anah cases cited mrs onwuka mr obidinma applicable exception order rule jurisdiction even accept argument mrs onwuka strike case enable applicant come back surely need days courts place much emphasis technicalities circumstances application succeeds hereby make,Civil
62,"consent,judgment,v, appeal,court",order directing secretary rd respondent produce place court certified true copy proceedings said rd respondent subject matter application appellant dissatisfied ruling court filed appeal three grounds without particulars ground learned trial judge erred law made order proceedings rd respondent filed time applicants sought obtained leave apply judicial certiorari produced handed appellants ground learned trial judge erred law held noninclusion record proceedings rd respondent sought quashed time leave sought mere irregularity cured order rule high court rules anambra state ground learned trial judge erred law made order directing rd respondentappellant produce record,Civil
63,"consent,judgment,v, appeal,court",proceedings hand applicants without regard order rule high court rules anambra state appellants brief argument dated th march deemed properly filed served th april th september appeal came hearing appellants counsel absent brief argument deemed adopted pursuant order rule court appeal rules respondents counsel adopted briefs argument rd set respondents counsel incorporated notice preliminary objection hearing appeal brief argument dated nd july filed day preliminary objection challenged competence appeal grounds present appeal questioning discretion court b question discretion mixed law fact c leave court required file notice grounds appeal,Civil
64,"consent,judgment,v, appeal,court",leave obtained file present appeal proceed necessary consider determine preliminary objection order rule court appeal rules stipulates procedure raising preliminary objection hearing appeal party intends raise objection hearing appeal must give three days notice party objection heard long line authorities acceptable practice give required notice respondents brief notice preliminary objection embedded respondents brief respondent must seek obtain leave court move notice objection oral hearing appeal commences failure fatal objection deemed abandoned see oforkire v maduike nwlr pt page minister works housing vs shittu nwlr pt page ben vs state nwlr pt page although notice preliminary objection instant appeal argument support incorporated rd set respondents brief counsel move objection,Civil
65,"consent,judgment,v, appeal,court",oral hearing appeal commenced though appellants counsel absent brief argument deemed adopted order rule court appeal rules counsel nd set respondents also adopted brief support appeal learned counsel ought moved objection appellants brief deemed adopted counsel nd set respondents adopted brief support appeal thus counsel rd set respondents failed move argue preliminary objection oral hearing appeal commenced preliminary objection deemed abandoned submissions relating thereto hereby discountenanced appellants counsel brief formulated following issues determination whether failure place court proceedings anambra state boundary committee application leave order certiorari mere irregularity fundamental vice whether learned trial judge right directing record proceedings rd respondentappellant,Civil
66,"consent,judgment,v, appeal,court",handed applicantsrespondents hearing closed addresses concluded contrary order rule high court rules anambra state nd set respondents brief argument support appeal dated th may filed day formulated following issue determination whether learned trial judge competence make could made order st set respondents counsel formulated following issues determination whether applicants failure exhibit application stage applying leave vitiated proceedings circumstances suit whether learned trial court right granting applicants prayer rd set respondents counsel formulated following issues determination whether appeal competent,Civil
67,"consent,judgment,v, appeal,court",whether learned trial court right making order directing secretary rd appellant produce place court proceedings rd appellant respect subject matter suit perused issues formulated counsel parties grounds appeal view issue calls determination issue identified rd set respondents counsel issue essence whether court right granting application st set respondents order directing secretary rd appellant produce place certified true copy proceedings sought quashed court learned appellants counsel submitted leave granted applicant applies order certiorari applicant must comply provisions order rule anambra state high court rules filing copy proceedings sought quashed verified affidavit argued st set respondents failed place court copy proceedings complained,Civil
68,"consent,judgment,v, appeal,court",verified affidavit accounted failure hearing application certiorari application incompetent cannot cured application order produce proceedings referred akosa vs g anambra state law report bamaiyi vs bamaiyi nwlr pt page lekwot vs judicial tribunal nwlr pt onyali vs okpala fwlr pt page counsel argued party motion must present case enbloc piecemeal special circumstances exist justify additional affidavit evidence leave court must sought obtained filed cannot filed option parties referred ikenna vs bosah nwlr pt page majorah vs fassasi nwlr pt page nwlr pt page counsel also argued failure place proceedings sought quashed tribunal grant leave apply order certiorari serious error cannot cured provisions order rule high court rules referred order rules high court rules support submission court wrong making order directing rd appellant produce,Civil
69,"consent,judgment,v, appeal,court",record proceedings placing court notice produce document served rd appellant reasonable ground believe document produced pursuant notice urged court set aside ruling court determine substantive application certiorari virtue section court appeal learned nd set respondents counsel brief support appeal argued either two conditions stated order rule high cout rules met applicant order certiorari allowed question record proceedings submitted fundamental requirement application certiorari quash proceedings court record proceedings court inferior tribunal adjudicating authority must exhibited filed referred lekwot vs judicial tribunal supra learned counsel also argued application certiorari incompetent ab initio nothing upon subsequent proceedings including proceedings culminating order appealed stand urged court uphold appeal set aside ruling court,Civil
70,"consent,judgment,v, appeal,court",opposition appeal st set respondents counsel argued stage application leave required make prima facie case done leave granted issue validity closed unless appealed referred ugoh vs b lg c nwlr pt page h argued failure attach proceedings sought quashed application leave cannot vitiate proceedings grant order leave virtue order high court rules stage hearing application certiorari failure exhibit proceedings sought quashed would fatal counsel submitted order rule high court rules stipulates hearing claims prerogative orders writs habeas corpus oral argument parties based documents court even though written addresses filed oral argument made application led appeal made also submitted st set respondents seek help court get material one disputes,Civil
71,"consent,judgment,v, appeal,court",appellants held hoping score technical victory court justice allow happen era substantial justice referred ugoh vs bslgsc supra pages f learned counsel submitted court right granting application hearing application commenced judicial discretion exercised bonafide ordinarily illegally court law appeal court ordinarily interfere exercise referred unilag ors vs olaniyan ors sc urged court dismiss appeal learned counsel rd set respondents also opposition appeal submitted litigant entitled error corrected proceedings correction error occasion injustice party submitted case appellants disclosed injustice suffer proceeding brought court referred utc vs pamotei nwlr pt page urged court,Civil
72,"consent,judgment,v, appeal,court",dismiss appeal application certiorari process party seeks judicial review proceedings inferior court tribunal order quasijudicial body order certiorari issued directing inferior court tribunal quasijudicial body bring records higher court review procedure judicial review proceeding anambra state year proceedings leading appeal initiated provided order high court rules rules relevant appeal rules read application judicial review shall made unless leave court obtained accordance rule application leave shall made ex parte court shall supported statement setting name description applicant relief sought grounds sought b affidavit filed application verifying,Civil
73,"consent,judgment,v, appeal,court",facts relied applicant shall file application later day motion heard shall time lodge copies statement every affidavit support court hearing application leave may allow applicants statement amended whether specifying different additional grounds relief otherwise terms thinks fit leave sought apply order certiorari remove purpose quashed judgment order conviction proceedings subject appeal time limited bringing appeal court may adjourn application leave appeal determined time appealing expired court grants leave may impose terms costs giving security thinks fit leave apply judicial review granted relief sought order prohibition certiorari court directs grant shall operate stay proceedings application relates determination application court,Civil
74,"consent,judgment,v, appeal,court",otherwise orders b relief sought courts may time grant proceeding interim relief could granted action begun writ copies statement support application leave rule shall served notice motion summons subject rule grounds shall relied upon relief sought hearing except grounds relief set statement court may hearing motion allow applicant amend statement whether specifying different additional grounds relief otherwise terms thinks fit may allow affidavits used deal matters arising affidavit party application applicant intends ask allowed amend statement use affidavits shall give notice intention proposed amendment every party party application shall supply every party demand payment proper court charges,Civil
75,"consent,judgment,v, appeal,court",copies every affidavit proposes use hearing including case application leave rule hearing notion rule person desires heard opposition motion summons appears court proper person heard shall heard notwithstanding served notice motion summons relief sought includes order certiorari remove proceedings purpose quashing applicant may question validity order warrant commitment conviction inquisition record unless hearing motion file copy thereof verified affidavit accounts failure satisfaction court hearing motion summons order certiorari made case referred rule order shall subject rule direct proceedings shall quashed forthwith removal court relief sought order certiorari court satisfied,Civil
76,"consent,judgment,v, appeal,court",grounds quashing decision application relates court may addition quashing remit matter court tribunal authority concerned direction accordance findings court relief sought declaration injunction damages court considers granted application judicial review might granted sought action begun writ applicant time making application court may instead refusing application order proceedings continue begun writ virtue rules party seeking order certiorari must file two applications first one exparte application leave court apply order certiorari second application filed leave sought granted court must notice party law party applies leave apply order certiorari quash proceedings lower court tribunal must establish,Civil
77,"consent,judgment,v, appeal,court",prima facie case show need intervention higher court application leave apply order certiorari granted matter course firm view materials relied must placed court stage particularly proceedings sought quashed proceedings court court able decide whether prima facie case made warrant grant leave apply order certiorari see tabai vs crsu tech nwlr pt page page ha katsinaalu jca stated thus application certiorari made law requires applicant must first seek obtain leave court cases leave sought exparte application leave prayer wherein applicant urging court exercise discretionary power circumstance applicant duty make available,Civil
78,"consent,judgment,v, appeal,court",case title abdulkarim v incar nig ltd lpelrsc abdulkarim v incar nig ltd lpelrsc supreme court friday july sc,Civil
79,"consent,judgment,v, appeal,court",lordships muhammadu lawal uwaisjustice supreme court nigeria saidu kawujustice supreme court nigeria philip nnaemekaagujustice supreme court nigeria abubakar bashir walijustice supreme court nigeria olajide olatawurajustice supreme court nigeria emmanuel obioma ogwuegbujustice supreme court nigeria shehu usman mohammedjustice supreme court nigeria alhaji shuaibu abdulkarimappelants incar nigeria ltdrespondents ratio decidendi words phrases consent meaning consent recognised word consent least two shades meanings could used narrow technical sense reference consent judgment order parties irrespective claims contentions case agree strike compromise embodied agreement signed parties subsequently made order court see nigeria water resources development ltd v jaiyesimi nlr scnlr type judgment order based findings court merit partys case issues litigation case based solely parties agreed also broad sense word consent used qualify judgment decision party submits mainly cannot resist nothing offer may necessarily agreed types judgments orders consent judgmentorders thesiger lj recognized duality meaning word consent stated bewley v atkinson chd pp thus think could hardly disputed although strict technical etymology word consent well agreement implies two parties yet consent used ordinary way term used satisfied found one person given popularly known consent lord greene mr made much point chandless chandless v nicholson kb ca p sexual offences require ingredient consent illustrate difference clearly woman may readily consent act willingly may hesitant reluctant grudging consciously permits consent see holman v queen wlr consent broad sense may occasions woman consent act may submit act save neck violent rapist even though consent see r v day c amp p consent act forced threat intimidation theoretical difference two types consents technical sense involves act reason accompanied deliberation weighing pros cons either side,Civil
80,"consent,judgment,v, appeal,court",voluntary agreement made order court whereas broad sense happens although result deliberation voluntary agreement parties either party submitted hence consent first type involves submission every submission second type amounts consent think line division two submission latter class qualify consent shall given without contest contest court gives decision consent read context view analytics judgment order consent judgment meaning nature consent judgment appears decision high court made consent parties means decision made formal agreement parties made order court includes decisions party submits without contest whole idea law allow party blow hot cold excludes decisions court deliberately reaches exercise adjudicative functions considering cases parties evidence support thereof submissions counsel read context view analytics words phrases decision meaning decision word decision provisions meaning given section subsection constitution provides constitution unless otherwise expressly provided context otherwise required decision means relation court determination court includes judgment decree order conviction sentence recommendation read context view analytics interpretation statute section c constitution interpretation section c constitution regards condition fulfilled appeal consent judgment succeed doubt appeal raises one issue significant importance interpretation section c constitution federal republic nigeria concerning rights appeal conferred parties dispute decision high court section c called question appeal whilst section constitution gives right appeal without condition section c limits right provision nothing section shall confer right appeal c without leave high court court appeal decision high court made consent parties costs decision defined constitution definition already stated judgment learned brother uwais jsc suffice say decision either appeal right leave facts culminating decisions lower courts stated uwais jsc judgment high court abubakar j states case hereby dismissed matter litigated upon supreme court earlier concession made mr eka kanam whereby agreed objection raised mr omotosho valid mr omotosho urged court strike action circumstance court acting concession learned counsel dismissed action requirement sc constitution case obtain leave high court lower court consent judgment valid appeal read context view analytics,Civil
81,"consent,judgment,v, appeal,court",interpretation statute rules interpretation constitution rules governing interpretation constitutional provisions settled interpretation provision constitution courts liberal intendment constitution met cannot put better done sir udo udoma nafiu rabiu v state nclr p said question whether constitution used expression wider narrower sense view court whenever possible response demands justice lean broader interpretation unless something text rest constitution indicate narrower interpretation best carry object purpose constitution read context view analytics administrative law judicial review processes judicial review entails judicial review entails three different processes namely courts particularly supreme court ensuring every arm government plays role true spirit principle separation powers provided constitution every public functionary performs functions according law including constitution supreme court reviews court decisions including need arises order ensure country suffer regime obsolete wrong decisions last type review relevant case read context view analytics case law departure previous decisions circumstances wherein court depart overrule previous decisions although supreme court respect previous decisions court last resort bound precedent hesitate overrule previous decision satisfied reached wrong principles done many cases see examples johnson v lawanson nmlr mrs bucknor maclean amp anor v inlaks ltd sc way keep stream justice pure read context view analytics judgment order consent judgment meaning nature consent judgment man gives consent respect claim amount due whether part whole claim part plaintiff agrees amount admitted judgment court even lesser amount consent judgment approach nigerian weekly law reports september olatawura jsc interpretation constitution one liberalism nafiu rabiu v state sc nclr consent judgment given trial conclusion trial thereby preventing court reaching decision evidence agreement reached parties respect claim court illegal public policy court give effect read context view analytics appeal leave courtleave appeal effect failure obtain leave court appeal required leave appeal court appeal obtained appeal court incompetent court appeal jurisdiction entertain appeal decision court appeal null void therefore appeal court read context view analytics judgment order consent judgment requirements valid consent judgment,Civil
82,"consent,judgment,v, appeal,court",woluchem v wokoma supra court held order consent judgment parties must ad idem far agreement concerned agreement must free voluntary terms settlement must filed court read context view analytics judgement summary introduction appeal borders civil procedure facts appeal decision federal court appeal judgment trial court plaintiff affirmed plaintiff case writ summons instituted action defendant high court kano state claiming delivery two lorry vehicles total sum n current value damages wrongful detention rate n per month defendant filed application seeking writ summons filed trial court plaintiff struck relied three grounds finally case dismissed trial court judgement stated plaintiff entitled damages admitted wrongful seizure would awarded damages claimed none claimed none proved unable award plaintiffappellant dissatisfied decision trial court appealed court appeal equally dismissed appeal costs n favour defendantrespondent appellant still dissatisfied judgement court appeal appealed supreme court issues appellant formulated two issues determination appeal supreme court whether view order kano high court civil procedure rules dismissal appellants sic claim limine justified pleadings exchanged,Civil
83,"consent,judgment,v, appeal,court",whether suits k sc raises estoppel appellants sic claim detention vehicle damages arising therefrom supreme court suo moto raised sole issue determination appeal viz whether leave appeal decision high court court appeal obtained regard provisions section c constitution federal republic nigeria decisionheld final analysis supreme court struck appeal awarded costs n favour respondent muhammadu lawal uwais jsc delivering leading judgment writ summons appellant plaintiff claimed respondent defendant high court kano state follows delivery said two lorry vehicles numbers knf knf total sum n current market value damages wrongful detention rate n per month october date supreme court judgment till delivery made cost vehicle paid plaintiff consequential relief court may deem fit make writ summons taken th day july statement claim filed plaintiff defendant brought application st day august praying thus order writ summons herein dated st day july sic struck grounds discloses reasonable cause action ii abuse process court iii cause action statute barred b order action dismissed take notice hearing,Civil
84,"consent,judgment,v, appeal,court",application counsel use rely contents affidavit pius okoko attached motion application made order rule rules supreme court england andor order rule kano state high court civil procedure rules affidavit support application reads part follows rd day october plaintiff instituted action defendant suit k kano high court claimed inter alia per writ release possession said vehicles registration nos amended knf knf custody defendants alternative value said vehicles statement claim plaintiff defence defendants filed said action produced shown attached action exhibits p exhibits p action suit k strenuously prosecuted respect vehicles claimed suit equally strenuous defence trial judge jones cj held inter alia plaintiff asks ruling seizure retention two vehicles terminates hire purchase agreements respect already held hire agreements already rescinded replaced new single contract find believe evidence defence fact one vehicles knf possession need repairs claim nevertheless plaintiff would entitled damages admitted wrongful seizure would award damages claimed none claimed none proved regret unable award judgment jones cj quoted produced shown copy thereof attached hereto marked exhibit p plaintiff dissatisfied judgment jones cj suit kl appealed federal court appeal court known court per ademola jca ruled,Civil
85,"consent,judgment,v, appeal,court",appeal kcak follows come question damages respect wrongful seizure cars agree learned trial judge nonaward damages item reasons gave damages claimed damages proved trite law court law cannot award claimed could give proved judgment court appeal quoted presented shown copy thereof attached hereto marked exhibit p appeal plaintiff supreme court appeal sc dismissed costs judgment supreme court reported judgments supreme court nigeria october reason premises verily believe present action plaintiff attempt relitigate parties open subject matter sic brought forward might brought forward part subject contest brought forward negligence inadvertence even accident omitted part case first instance verily believe alleged wrongful seizure alleged taken place years ago plaintiff knowledge still indebted defendant sum nk interest accruing application came hearing th day september tijani abubakar j mr omotosho appeared defendant stated follows motion brought pursuant order rule kano state high court civil procedure rules asking following prayers writ summons case struck discloses reasonable cause action abuse process court even accuse sic action statute barred action discussed sic dismissed,Civil
86,"consent,judgment,v, appeal,court",reasons nine paragraph affidavit support motion rely said paragraphs taken read case sic cause action raised issue estoppel case plaintiff seeking relief suit kl adjudicated raised defence res judicata see page annexture attached affidavit page rd paragraph court appeal affirmed decision trial judge plaintiff appealed supreme court judgment reported sc page supreme court read paragraph supreme court affirmed decisions lower courts present action attempt relitigate issue damages gone supreme court plaintiff cannot law see section evidence act sic following cases supreme court standard bank nigeria limited v chief fm ikomi sc odjevwedje v echanokpe nwlr pt p holding submit present suit substance claim damages andor repossession vehicle question could raised plaintiff reasonable diligence court could allow come fresh case secondly cause action submit alternative action statute barred cause action writ arose sometime case action statute barred refer egbe v adefarasin nwlr pt specially holding oral evidence necessary contrary paragraphs plaintiffs counter affidavit cause action arose note date courts decision urge court strike action reply mr eka kanam represented plaintiff stated thus oppose application rely counter affidavit paragraphs rely paragraphs particular paragraph subject matter case delivery two vehicles detained defendant action detinue refer judgment supreme court page court ruled plaintiffs,Civil
87,"consent,judgment,v, appeal,court",declaration mr eka kanam recorded said concede sic application learnedsic agree issue execution judgment shall come accordingly summary ruling tijani abubakar j brief simply reads court case hereby dismissed matter litigated upon sic supreme court court n cost sic defendant aggrieved ruling plaintiff represented present counsel appealed court appeal raising following issues determination whether trial court right entertaining application culminating dismissal appellants case stage whether previous suit sic proved operate estoppel appellant new suit observed second issue arise since ruling given plaintiff conceding defendants application may court appeal ogundare achike akpabio jjca dismissing appeal remarked follows per akpabio jca also note fact learned trial judge rely findings alone lower court dismissed plaintiffs claim relied also concession made one mr eka kanam learned counsel plaintiff said concede application learned friend agree issue execution judgment shall come accordingly view mr eka kanam correctly appreciated issues involved right making concession made view plaintiffappellant take appropriate steps executing declaration made supreme court favour could realise fruits judgment one two things namely apply issue warrant possession,Civil
88,"consent,judgment,v, appeal,court",defendantrespondent recovery vehicles b apply supreme court defendantrespondent committed prison contempt supreme court plaintiffappellant start whole action afresh effect therefore appeal fails hereby dismissed n costs favour defendantrespondent plaintiff still satisfied appealed court appeal came us st day june uwais kawu nnaemekaagu ogwuegbu mohammed jjsc raised issue suo motu whether leave appeal ruling high court court appeal obtained accordance provisions section subsection c constitution federal republic nigeria mallam mahmoud gafar submitted ruling high court based consent plaintiffs counsel asked adjournment address court fully constitutional point granted th day june hence necessity empanel full court address mallam mahmoud gafar argued ruling tijani abubakar j consent judgment contemplated section subsection c constitution support argument cited following case rlauwers importexport v jozebson industries ltd nwlr pt pp woluchem v wokoma sc pp line national waters resources development ltd v jaiyesimi scnlr paragraph c nlr paragraph argued dismissing plaintiffs action high court carry parties agreed upon action struck prayed defendant learned counsel canvassed phrase decision consent parties section subsection c constitution mean consent judgment finally submitted distinction consent judgment submission judgment,Civil
89,"consent,judgment,v, appeal,court",mr okulaja learned counsel defendant argued present case distinguishable case r lauwers importexport supra also contended distinction consent judgment technical term term art phrase decision made consent parties section subsection c constitution wider meaning consent judgment referred case r lauwers import expor supra pc said agbaje jsc restricted consent judgment technical learned counsel pointed provisions section subsection c contain expression consent judgment submitted ordinary dictionary meaning consent given word consent section subsection c constitution furthermore word consent employed section restrictive therefore embraces consent judgment submission judgment much reference distinction striking case dismissal argued plaintiffs counsel mr okulaja submitted distinction irrelevant case case said plea res judicata succeeds action action dismissed determining meaning word decision section subsection c constitution submitted word embraces striking dismissal action drew attention prayer b motion high court urged action dismissed submitted dismissing plaintiffs action trial judge acceded prayer reference made paragraph halsburys laws england th edition volume page finally mr okulaja urged us follow restrictive meaning given section c agbaje jsc r lauwers importexport case supra reply mallam mahmoud gafar drew attention section subsection iii constitution respect decision case national water resources development ltd,Civil
90,"consent,judgment,v, appeal,court",v jaiyesimi supra submitted provisions therein pari materia section subsection c constitution section subsection c contains following provisions nothing section shall confer right appeal c without leave high court court appeal decision high court made consent parties costs word decision provisions meaning given section subsection constitution provides constitution unless otherwise expressly provided context otherwise required decision means relation court determination court includes judgment decree order conviction sentence recommendation light foregoing doubt ruling given tijani abubakar j present case indeed decision party appeal dispute far parties herein concerned contentious whether right appeal ruling court appeal without leave high court court appeal envisaged section subsection c interpreting section r lauwers importexport v jozebson industries ltd supra court nnamani uwais kawu belgore agbaje jjsc observed p thereof follows per agbaje jsc judgment question appeal face expressed consent judgment highest one say judgment defendant case admitted liability sum n claim admission judgment entered defendant sum effect defendant submitted judgment sum stated regard authorities stated judgment question judgment amount consent judgment technical sense expression held done judgment,Civil
91,"consent,judgment,v, appeal,court",question consent judgment follows basis holding judgment caught provisions section subsection c constitution federal republic nigeria already copied accordingly reject contention counsel plaintiff defendant required leave appeal judgment italics mine implication decision phrase consent parties section subsection c constitution held mean consent judgment regard consent judgment leave required appeal decision high court court appeal respect think narrow meaning given words settled interpretation provision constitution courts liberal intendment constitution met cannot put better done sir udo udoma nafiu rabiu v state nclr p said question whether constitution used expression wider narrower sense view court whenever possible response demands justice lean broader interpretation unless something text rest constitution indicate narrower interpretation best carry object purpose constitution court r lauwers importexport case supra purportedly relied decision national water resources development v jaiyesimi supra hold expression consent parties meant consent judgment utmost respect decision latter case carefully read could given rise decision reached summary judgment high court stated facts case also contained p thereof see scnlr p reads note court counsel agree plaintiff awarded rent one year plus six months rent lieu notice,Civil
92,"consent,judgment,v, appeal,court",judgment entered plaintiff costs assessed guineas facts similar facts r lauwers importexport case supra agbaje jsc stated follows judgment question appeal fact expressed consent judgment highest one say judgment defendant case admitted liability sum n claim admission judgment entered defendant sum effect defendant submitted judgment sum stated federal supreme court considering whether could appeal judgment national water resources development case supra without leave obtained terms section subsection aiii subsection constitution provided thus appeal shall lie decisions high court territory federal supreme court right following cases final decisions civil proceedings high court sitting first instance provided nothing paragraph subsection shall confer right appeal iii order made consent parties subject provisions subsections section appeal shall lie decisions high court territory federal supreme court leave high court federal supreme court following cases b case terms proviso subsection section appeal would lie right federal supreme court virtue paragraph subsection held thus per ademola cjf p scnlr p paragraph c instant case trial judge adjudicate issue action,Civil
93,"consent,judgment,v, appeal,court",decide action shall determined merely entered judgment amount agreed upon cannot said took responsibility whatever action determined way determined although words consent written word judgment abundantly clear decision determining action brought consent parties clear foregoing words consent parties section subsection aiii given narrow meaning assumed r lauwers importexport case per agbaje jsc contended learned counsel plaintiff present case significance provisions section subsection c constitution limit litigation modicum agreement reached parties agreement take form could form consent judgment technical sense submission judgment admission claim conceding claim application strike dismiss claim present case plaintiffs counsel conceded circumstances decision could reached consent parties indeed always depend peculiar facts case doubt therefore decision r lauwers importexport case limited application provisions section subsection c consent judgment reasons wrong followed present case ordinarily aforesaid disposed appeal one point raised learned counsel plaintiff course argument point prayer defendants application high court plaintiffs writ summons struck case dismissed done learned judge contention misconceived therefore bereft merit prayer,Civil
94,"consent,judgment,v, appeal,court",motion brought defendant stated follows b order action dismissed prayer asked writ summons struck see furthermore prayers repealed orally counsel plaintiff moving motion see event point apposite valid appeal court appeal already shown competent appeal court fortiori court result competent appeal us hereby struck decision court appeal even though affirming high court hereby set aside since given without jurisdiction nullity costs assessed n hereby awarded plaintiff favour defendant saidu kawu jsc advantage reading draft lead judgment learned brother uwais jsc delivered agree entirely competent appeal us purported appeal accordingly struck decision court appeal affirming high court set aside costs assessed n awarded defendant philip nnaemekaagu jsc sole issue arisen appeal resolved construction words decision high court made consent parties section e constitution federal republic learned brother uwais jsc stated detail issue arose recognised word consent least two shades meanings could used narrow technical sense reference consent judgment order parties irrespective claims contentions case agree strike compromise embodied,Civil
95,"consent,judgment,v, appeal,court",agreement signed parties subsequently made order court see nigeria water resources development ltd v jaiyesimi nlr scnlr type judgment order based findings court merit partys case issues litigation case based solely parties agreed also broad sense word consent used qualify judgment decision party submits mainly cannot resist nothing offer may necessarily agreed types judgments orders consent judgmentorders thesiger lj recognized duality meaning word consent stated bewley v atkinson chd pp thus think could hardly disputed although strict technical etymology word consent well agreement implies two parties yet consent used ordinary way term used satisfied found one person given popularly known consent lord greene mr made much point chandless chandless v nicholson kb ca p sexual offences require ingredient consent illustrate difference clearly woman may readily consent act willingly may hesitant reluctant grudging consciously permits consent see holman v queen wlr consent broad sense may occasions woman consent act may submit act save neck violent rapist even though consent see r v day c p consent act forced threat intimidation theoretical difference,Civil
96,"consent,judgment,v, appeal,court",two types consents technical sense involves act reason accompanied deliberation weighing pros cons either side voluntary agreement made order court whereas broad sense happens although result deliberation voluntary agreement parties either party submitted hence consent first type involves submission every submission second type amounts consent think line division two submission latter class qualify consent shall given without contest contest court gives decision consent question raised appeal therefore whether words decision high court made consent parties section c constitution intended word consent narrow technical sense held court r lauwers importexport v jozebson industries ltd nwlr pt pp whether intends consent broad sense appears firmly established many cases decided since proper approach interpretation constitution liberalism implies words constitution shall given broad meanings also means keeping maxim ut res magis valeat quam pereat alternative constructions equally open prefer broader construction would bring effective result consistent intention legislature see nafiu rabiu v kano state sc nclr ag kaduna state v hassan nwlr pt military governor ondo state v adewunmi nwlr pt savannah bank nig ltd v pan atlantic nwlr pt applying principle present case appears decision high court made consent parties means,Civil
